odid	tag	count
1920100	comedy	3
1920100	dollar saver	1
1920100	family friendly	2
1920100	florence	1
1920100	good heart	3
1920100	kevin james	6
1920100	mall	1
1920100	piecemeal ending	1
1920100	segway	2
1920100	steve carr	2
1920100	stupid	7
1920100	unfunny	4
1920100	wednesday	1
1960100	contrived	2
2020100	abba	3
2020100	adapted from b'way	2
2020100	amanda seyfried	5
2020100	based on a play	4
2020100	beach	1
2020100	below r	2
2020100	broadway	4
2020100	central event:wedding preparation?	1
2020100	colin firth	7
2020100	entertainment	1
2020100	erlend's dvds	1
2020100	greece	8
2020100	interracial romance	1
2020100	island	7
2020100	meryl streep	22
2020100	middle age romance	4
2020100	mother daughter relationship	1
2020100	music:abba	16
2020100	musical	18
2020100	paternity	3
2020100	phyllida lloyd	1
2020100	pierce brosnan	11
2020100	ridiculous	2
2020100	single mother	4
2020100	stellan skarsgard	1
2020100	stellan skarsg„É‚•rd	3
2020100	stellan skarsg„ÉÊí„Ç‚•rd	1
2020100	stellan skarsg„ÉÊí„ÇÊí„É‚Äö„Ç‚•rd	1
2020100	terrible singing	1
2020100	wedding	6
2040100	jamaica	1
2040100	kevin macdonald	1
2040100	musicians	1
2040100	reggae	2
2070100	acting	1
2070100	action	1
2070100	adapted from:book	1
2070100	adventure	5
2070100	akward	1
2070100	andrew adamson	2
2070100	annoying	2
2070100	author:c. s. lewis	2
2070100	bad acting	2
2070100	based on a book	10
2070100	ben barnes	3
2070100	better than the first	1
2070100	big budget	1
2070100	boring	2
2070100	c.s. lewis	6
2070100	caspian's accent	3
2070100	childish	2
2070100	christian apologism	4
2070100	dialogue	1
2070100	dirty jokes	1
2070100	dvd	1
2070100	fantasy	14
2070100	florence	1
2070100	great acting	1
2070100	itaege	1
2070100	jesus freaks	4
2070100	long	1
2070100	movie to see	1
2070100	narnia	9
2070100	not true to the book	5
2070100	redbox	1
2070100	ridiculous	2
2070100	romance	2
2070100	royalty	1
2070100	script	1
2070100	silly	2
2070100	soundtrack	1
2070100	talking animals	2
2070100	viegla jauka filmi„Ö‚Ä†a	1
2150100	"""jackie chan"" ""chris tucker"""	1
2150100	27-12-2007	1
2150100	action	1
2150100	big budget	2
2150100	brett ratner	1
2150100	buddy movie	1
2150100	cheesy	3
2150100	chris tucker	5
2150100	comedy	5
2150100	franchise	1
2150100	hiroyuki sanada	1
2150100	jackie chan	5
2150100	kung fu	3
2150100	martial arts	2
2150100	netflix	1
2150100	not funny	1
2150100	police	1
2150100	pos movie	1
2150100	predictable	1
2150100	rush hour series	1
2150100	sexual references	1
2150100	sexualized violence	1
2150100	taxi driver	1
2280100	adam sandler	15
2280100	agonizing	1
2280100	architecture	2
2280100	be satisfied with your life little man	7
2280100	cheesy	5
2280100	christopher walken	3
2280100	classic	3
2280100	click	1
2280100	comedy	9
2280100	crude	1
2280100	culver city	1
2280100	david hasselhoff	1
2280100	depressing	2
2280100	dogs	1
2280100	family	4
2280100	family bonds	4
2280100	funny	1
2280100	future	2
2280100	henry winkler	1
2280100	humping	1
2280100	i wouldn't watch more than once - but it made me cry	1
2280100	invention	1
2280100	james earl jones	1
2280100	jonah hill	1
2280100	julie kavner	1
2280100	kaf	1
2280100	kate beckinsale	5
2280100	new york	1
2280100	new york city	3
2280100	nonsensical	2
2280100	obvious	3
2280100	oscar nom 2007	2
2280100	philosophy	2
2280100	pua	1
2280100	regrets	2
2280100	remote	1
2280100	remote control	3
2280100	rob schneider	1
2280100	sean astin	3
2280100	second chance	6
2280100	slapstick	4
2280100	surprisingly good	5
2280100	unbalanced	1
2280100	very sad	2
2280100	visual design	1
2280100	watched 2007	1
2380100	action	1
2380100	adaptation	1
2380100	adapted from:comic	4
2380100	antes_de_capitanamericai	1
2380100	antidote	1
2380100	avengers	1
2380100	bad cgi	4
2380100	bad sequel	4
2380100	bd-video	1
2380100	below r	5
2380100	comic book	18
2380100	comic movie	2
2380100	cure	1
2380100	dull	3
2380100	dynamic cgi action	2
2380100	ed norton	6
2380100	edward norton	20
2380100	facepalm	2
2380100	hero	1
2380100	hulk	1
2380100	liv tyler	7
2380100	lou ferigno	1
2380100	lou ferrigno	1
2380100	louis leterrier	2
2380100	martin starr	1
2380100	marvel	9
2380100	marvel cinematic universe	1
2380100	marvel comics	1
2380100	military	2
2380100	movie to see	1
2380100	nyc	1
2380100	reboot	1
2380100	robert downey jr.	1
2380100	sci fi	1
2380100	sci-fi	1
2380100	scientist	1
2380100	stupid plot	1
2380100	superhero	17
2380100	the avengers	11
2380100	thriller	1
2380100	tim roth	8
2380100	william hurt	3
2390100	6.2-filmaffinity	1
2390100	action	12
2390100	action packed	17
2390100	boring	2
2390100	bruce willis	33
2390100	comedy	5
2390100	computers	5
2390100	damn hamster	2
2390100	die hard 4.0	1
2390100	explosions	1
2390100	good	1
2390100	good sequel	3
2390100	hackers	19
2390100	it fail	2
2390100	jonossa	1
2390100	jungla de cristal 4.0	1
2390100	justin long	6
2390100	kungfu hackers	4
2390100	len wiseman	2
2390100	maggie q	1
2390100	molt_criticada	1
2390100	movie to see	1
2390100	murder	3
2390100	no suspense	2
2390100	not as good as the first	4
2390100	original	1
2390100	parkour	2
2390100	pg-13	1
2390100	stunts	5
2390100	terrorism	9
2390100	timothy olyphant	5
2390100	to see: action	1
2390100	united states	6
2390100	unreal	2
2390100	unrealistic	8
2390100	unrealistic action	5
2390100	unrealistic but well done	4
2390100	unrealistic plot	2
2390100	watched 2007	1
2390100	weak plot	5
2400100	action	10
2400100	adapted from:comic	5
2400100	angelina jolie	24
2400100	animals die	2
2400100	anti-religion	1
2400100	anxiety disorder	1
2400100	assassin	19
2400100	assassin-in-training	11
2400100	audience intelligence underestimated	3
2400100	based on a comic	3
2400100	bending bullets	1
2400100	bildungsroman	1
2400100	brutal violence	9
2400100	bullets	5
2400100	clearplay	1
2400100	comic book	2
2400100	contemptful	1
2400100	father-son relationship	2
2400100	fight club wannabe failure	2
2400100	glorifying violence	2
2400100	gore	2
2400100	graphic novel	5
2400100	gratuitous	1
2400100	gun fu	7
2400100	in netflix queue	1
2400100	infidelity	2
2400100	insulting	1
2400100	insults audience's intelligence	1
2400100	james mcavoy	13
2400100	james mcvoy	1
2400100	morgan freeman	18
2400100	morgan freeman slumming	1
2400100	movie to see	1
2400100	murder	4
2400100	no title sequence	1
2400100	office worker discovers secret identity	1
2400100	original	2
2400100	over the top	1
2400100	owned	1
2400100	perrot library	1
2400100	plot twist	16
2400100	r	2
2400100	rats	3
2400100	reviewed	1
2400100	ridiculous	1
2400100	ridiculous training sequence	1
2400100	setting:chicago	1
2400100	setting:train	1
2400100	silly	3
2400100	stylish	9
2400100	stylized violence	8
2400100	timur bekmambetov	3
2400100	too much suspension of disbelief	1
2400100	too much violence	2
2400100	trying to be fight club	1
2400100	twist	1
2400100	unintentional comedy	5
2400100	unrealistic	1
2400100	unrealistic action	7
2400100	walked out/didn't finish	2
2430100	action	13
2430100	adapted from tv series	1
2430100	better than expected	5
2430100	billy crudup	4
2430100	damsel in distress	4
2430100	dani2006	1
2430100	espionage	15
2430100	ethan hunt should stop hogging the screen!	2
2430100	good	1
2430100	incredible!	2
2430100	j.j. abrams	5
2430100	laurence fishburne	3
2430100	maggie q	1
2430100	michelle monaghan	4
2430100	miyazaki	2
2430100	movie to see	1
2430100	murder	2
2430100	my movies	1
2430100	no chemistry	1
2430100	own	1
2430100	pg-13	1
2430100	philip seymour hoffman	7
2430100	simon pegg	4
2430100	spy	9
2430100	stunts	1
2430100	tom cruise	18
2430100	ummarti2006	1
2430100	unrealistic	4
2430100	ving rhames	7
2440100	angel	2
2450100	29--9-2007	1
2450100	3	1
2450100	action	7
2450100	alec baldwin	2
2450100	almost favourite	1
2450100	annoying soundtrack	1
2450100	atmospheric	31
2450100	awesome	1
2450100	bad accents	1
2450100	bad ending	1
2450100	bd-video	1
2450100	ben affleck	1
2450100	ben affleck = horrible movie	1
2450100	best movie ever	1
2450100	best picture	2
2450100	betrayed	1
2450100	boston	11
2450100	boston accent	1
2450100	cellphone scene	1
2450100	classic	1
2450100	complex	1
2450100	complex relationships	1
2450100	complicated plot	11
2450100	corruption	18
2450100	crap	1
2450100	crap ending	1
2450100	crime	18
2450100	cult movie	1
2450100	di caprio	1
2450100	di caprio and damon at their finest. a must watch film!!!!	1
2450100	disjointed plotline	1
2450100	edgar award (best motion picture screenplay)	1
2450100	"ending ""twist"" could be better"	1
2450100	ensemble cast	14
2450100	erlend's dvds	1
2450100	evil	1
2450100	fact-twisting	1
2450100	father figure	1
2450100	fdfd	1
2450100	forceful	2
2450100	foul language	1
2450100	gangster	11
2450100	gangsters	30
2450100	good	1
2450100	good remake of the original	1
2450100	good scorsese stuff	2
2450100	great acting	7
2450100	great cast	1
2450100	great movie	2
2450100	great plot	1
2450100	gritty	8
2450100	harsh	2
2450100	hollywoodization	1
2450100	imdb top 250	12
2450100	infiltrados	1
2450100	informer	1
2450100	intrigue	1
2450100	irish gang	1
2450100	ironic	1
2450100	jack nicholson	55
2450100	lacking a certain quality	1
2450100	lame ending	1
2450100	leonardo dicaprio	78
2450100	long	1
2450100	mafia	26
2450100	mark wahlberg	15
2450100	martin scorsese	60
2450100	matt damon	42
2450100	matt damon;	1
2450100	mole	1
2450100	moles	1
2450100	murder	8
2450100	mystery	1
2450100	need to own	1
2450100	not as good as infernal affairs	1
2450100	organised crime	1
2450100	organized crime	50
2450100	original	9
2450100	original is better	2
2450100	oscar (best directing)	2
2450100	oscar nom 2007	1
2450100	pervasive language	1
2450100	police	5
2450100	police corruption	30
2450100	potential oscar nom	2
2450100	psychology	20
2450100	r	7
2450100	rats	2
2450100	remake	19
2450100	remake of an asian film	1
2450100	romance	1
2450100	scorsese movie with gimme shelter	1
2450100	seen 2006	1
2450100	seen at the cinema	1
2450100	sexuality	1
2450100	so many f-bombs	1
2450100	soundtrack	1
2450100	strange ending	1
2450100	strong director	1
2450100	stupid ending	1
2450100	sudden silences	1
2450100	surprising	1
2450100	suspense	23
2450100	tamil	1
2450100	tense	11
2450100	thriller	5
2450100	too long	1
2450100	too violent	1
2450100	toplist06	1
2450100	tumey's dvds	1
2450100	twist ending	27
2450100	ummarti2006	1
2450100	undercover cop	33
2450100	unhappy ending	1
2450100	unpredictable	1
2450100	vera farmiga	1
2450100	very well made	1
2450100	violence	24
2450100	visceral	1
2450100	want to see again	1
2450100	watched	1
2450100	watched 2007	1
2450100	way too long	3
2450100	well-acted.	1
2450100	worth watching	1
2450100	you know it's bad if it's been reheated...again	1
2500100	adapted from:comic	5
2500100	bad acting	6
2500100	bad jokes	4
2500100	bad plot	5
2500100	based on a comic	2
2500100	based on comic book	6
2500100	bd-video	1
2500100	bechdel test:fail	1
2500100	bechdel test:pass	1
2500100	cheesy	2
2500100	chris evans	5
2500100	comic book	4
2500100	heroine in tight suit	1
2500100	hot actress	1
2500100	invisibility	3
2500100	ioan gruffudd	4
2500100	jessica alba	10
2500100	marvel	11
2500100	movie to see	1
2500100	perrot library	1
2500100	sequel better than original	1
2500100	sexy female scientist	2
2500100	silver surfer	1
2500100	stupid	1
2500100	super hero	2
2500100	superhero	7
2500100	superheroes	7
2500100	to see: superhero	1
2500100	ummarti2007	1
2500100	what i really wanna know is...does alba get sooper nekkid?	1
2500100	worst sequel to an already bad movie	1
2560100	animal:rat (scene)	1
2560100	anne hathaway	11
2560100	based on a tv show	7
2560100	bill murray	3
2560100	bob*ola	1
2560100	caper	1
2560100	car chase	3
2560100	car crash	1
2560100	cedric yarbrough	1
2560100	classic update	1
2560100	crude humor	2
2560100	dance off (scene)	1
2560100	dvd	1
2560100	espionage	8
2560100	florence	1
2560100	funny	1
2560100	great quotes	1
2560100	hilarious	1
2560100	j netflix	1
2560100	kaf	1
2560100	lame	1
2560100	laser maze room (in a comedy)	2
2560100	lowest common denominator	1
2560100	movie to see	1
2560100	music is key to story (not musical genre)	1
2560100	not funny	1
2560100	owned	1
2560100	parody	6
2560100	peter segal	1
2560100	predictable	3
2560100	redbox	1
2560100	secret service	3
2560100	spoof	3
2560100	spy	1
2560100	steve carell	12
2560100	stupid	2
2560100	too long	1
2560100	unnecessary remake	2
2620100	acidly funny	1
2620100	alabama	1
2620100	america	1
2620100	anti-racism	1
2620100	anti-semitism	12
2620100	banned movie	1
2620100	bears	3
2620100	bgab lrc	1
2620100	borat	3
2620100	boring	1
2620100	catholicism	1
2620100	clearplay	1
2620100	cohen	1
2620100	comedy	12
2620100	controversial	22
2620100	cringe	1
2620100	crude humor	21
2620100	cultural exchange	1
2620100	don't forget to see	1
2620100	erlend's dvds	1
2620100	extremely funny	3
2620100	feminism	2
2620100	funny	10
2620100	gross	3
2620100	gross out	2
2620100	hard to watch	2
2620100	hilarious	1
2620100	humour	2
2620100	i want to meke romance explosion on her stomatch!	1
2620100	in netflix queue	1
2620100	irreverent	9
2620100	kazajistan	1
2620100	kazakhstan	1
2620100	larry charles	1
2620100	los angeles	5
2620100	love	1
2620100	low humour	1
2620100	male nudity	18
2620100	mockumentary	25
2620100	movie to see	1
2620100	naked men	1
2620100	new york	3
2620100	new york city	4
2620100	no moral	1
2620100	not as good as the show	1
2620100	not funny	3
2620100	nudity (full frontal - notable)	9
2620100	nudity (full frontal)	8
2620100	obscene	1
2620100	oscar nom 2007	1
2620100	overrated	3
2620100	pamela anderson	1
2620100	perrot library	1
2620100	plebian	1
2620100	potential oscar nom	1
2620100	poverty	2
2620100	prejudice	1
2620100	prostitution	10
2620100	provocative	1
2620100	quotable	2
2620100	r	8
2620100	racially offensive	1
2620100	racism	8
2620100	racist rubbish	1
2620100	religiously offensive	3
2620100	road trip	15
2620100	sacha baron cohen	22
2620100	sascha baron cohen	2
2620100	satire	38
2620100	seen 2006	1
2620100	seen at the cinema	1
2620100	social commentary	21
2620100	subversive	1
2620100	tasteless	2
2620100	texas	3
2620100	toilet humor	2
2620100	unfunny	1
2620100	united states	3
2620100	virginia	1
2620100	vulgar	2
2620100	washington dc	1
2620100	watched 2007	1
2620100	weird	1
2670100	=========================	1
2670100	amy adams	6
2670100	animal:chipmunk	1
2670100	audience intelligence underestimated	1
2670100	below r	3
2670100	cgi animal	1
2670100	colorful	1
2670100	disney	6
2670100	disney almost making fun of itself	3
2670100	ending too sweet	1
2670100	fairy tale	5
2670100	fios on demand	1
2670100	formulaic	1
2670100	fun	2
2670100	humorous	4
2670100	hurts itself trying to be pc	1
2670100	james marsden	3
2670100	kevin lima	2
2670100	library	1
2670100	live action/animation	1
2670100	magic realism	4
2670100	musical	9
2670100	new york city	2
2670100	parody	2
2670100	predictable	4
2670100	romance	6
2670100	satire	2
2670100	self-parody	1
2670100	setting:central park (nyc)	1
2670100	setting:nyc	1
2670100	setting:times square (nyc)	1
2670100	susan sarandon	3
2670100	timothy spall	1
2670100	too worried it will offend people	1
2670100	toplist07	1
2670100	torture (scene)	1
2670100	very unrealistic	1
2680100	"""underaged sex""=child porn"	1
2680100	1940s	1
2680100	1960s	1
2680100	1980s	1
2680100	2000s	1
2680100	acting	1
2680100	adapted from:book	6
2680100	adventure	1
2680100	aging	14
2680100	aging disorder	6
2680100	alexandre desplat	1
2680100	annemari	1
2680100	author:f. scott fitzgerald	1
2680100	based on a book	2
2680100	based on short story	3
2680100	bd-video	1
2680100	biographical view	1
2680100	biography	1
2680100	bittersweet	11
2680100	boring	5
2680100	brad pitt	45
2680100	buttons	1
2680100	cate blanc	1
2680100	cate blanchett	21
2680100	cate blanchett dancing	1
2680100	cerebral	1
2680100	child abandonment	2
2680100	cinematography	22
2680100	commentary	1
2680100	criterion	1
2680100	david fincher	12
2680100	death	2
2680100	deathbed	1
2680100	diary	1
2680100	divx	1
2680100	drama	19
2680100	dull pacing	1
2680100	emotional	4
2680100	episodic	2
2680100	f. scott fitzgerald	1
2680100	funny	2
2680100	hospital	2
2680100	https://movielens.org/explore?tag=long&sortby=tagscore	1
2680100	hurricane katrina	1
2680100	illogical	3
2680100	implausible	3
2680100	intellectual	1
2680100	interesting	3
2680100	length	1
2680100	lengthy	1
2680100	life	1
2680100	life & death	8
2680100	life lessons	5
2680100	long	9
2680100	longing	1
2680100	loss	1
2680100	makes no sense	1
2680100	meaningless	1
2680100	melodrama	1
2680100	movie to see	1
2680100	music	3
2680100	musical	1
2680100	navy	1
2680100	new orleans	1
2680100	no chemistry	1
2680100	nonsensical	1
2680100	observational	2
2680100	old age	1
2680100	older man younger woman relationship	1
2680100	older woman younger man relationship	1
2680100	original plot	20
2680100	oscar (best effects - visual effects)	13
2680100	oscar bait	1
2680100	overlong	1
2680100	philosophical	14
2680100	philosophy	2
2680100	predictable	2
2680100	predictable results	1
2680100	premise	1
2680100	related:big	1
2680100	related:forrest gump	1
2680100	reverse process of aging	1
2680100	romance	12
2680100	sad	7
2680100	sad ending	1
2680100	slow	3
2680100	slow pacing	2
2680100	slow parts	1
2680100	southern us	1
2680100	stunning visual effects	1
2680100	surreal	1
2680100	thought-provoking	1
2680100	tilda swinton	5
2680100	too long	5
2680100	too sentimental	2
2680100	touching	21
2680100	travel	1
2680100	unconvincing premise	1
2680100	unrequited love	1
2680100	unusual love story	1
2680100	very long	1
2680100	voice over narration	1
2680100	weird	1
2680100	you mean he gets to go back inside the...oh lucky	1
2760100	animated	1
2760100	animation_comedy	1
2760100	computer animation	3
2760100	dreamworks	4
2760100	ending kinda ruined it	3
2760100	honey	1
2760100	illogical	1
2760100	jerry seinfeld	2
2760100	kids and family	1
2760100	movie to see	2
2760100	ren„É‚©e zellweger	1
2760100	satire	2
2760100	simon j. smith	1
2760100	steve hickner	1
2760100	talking animals	1
2820100	a-10s	1
2820100	action	20
2820100	anton yelchin	3
2820100	apocalyptic	1
2820100	arnold cgi	7
2820100	artificial intelligence	23
2820100	assembly line	1
2820100	bad acting	12
2820100	bad plot	12
2820100	bad script	10
2820100	big budget	1
2820100	boring	4
2820100	brett northcutt	1
2820100	bryce dallas howard	2
2820100	cgi	6
2820100	cheesy morals	5
2820100	christian bale	27
2820100	common	1
2820100	cyborgs	3
2820100	effects	9
2820100	erlend's dvds	1
2820100	fallout taste	4
2820100	false advertising	2
2820100	fighting	4
2820100	fighting the system	7
2820100	franchise	14
2820100	futuristic	13
2820100	good first try for mcg	1
2820100	helena bonham carter	5
2820100	incongruous	3
2820100	madmax	1
2820100	mcg	5
2820100	moon bloodgood	2
2820100	new composer	3
2820100	no blood	8
2820100	no humor	5
2820100	pace	2
2820100	plot holes	1
2820100	post-apocalyptic	30
2820100	robot noises	2
2820100	robots	21
2820100	robots and androids	6
2820100	sam worthington	5
2820100	sci-fi	30
2820100	sequel	15
2820100	should have been longer to really flesh out the feeling of bleakness and give a sense of a last hope	1
2820100	terminator	2
2820100	weak dialoges	3
2820100	weak plot	11
2860100	adapted from:book	1
2860100	alliances	2
2860100	alone	1
2860100	anne hathaway	15
2860100	based on a book	5
2860100	bd-video	1
2860100	bechdel test:pass	5
2860100	below r	2
2860100	bit overrated	1
2860100	career	2
2860100	chick flick	6
2860100	chickflick	9
2860100	comedy	1
2860100	david frankel	1
2860100	emily blunt	4
2860100	encouragement	1
2860100	fabulous	1
2860100	fashion	33
2860100	funny	4
2860100	girlie movie	3
2860100	hilarious	1
2860100	jonossa	1
2860100	magazines	4
2860100	meryl streep	21
2860100	new york	15
2860100	new york city	10
2860100	oscar nom 2007	2
2860100	paris	10
2860100	perfect	1
2860100	perrot library	1
2860100	potential oscar nom	1
2860100	seen 2006	1
2860100	seen 2010	1
2860100	setting:fashion magazine	1
2860100	setting:nyc	1
2860100	silly	4
2860100	social satire	1
2860100	stanley tucci	6
2860100	streep strong & funny	4
2860100	subplot:ingenue is aide to antiheroine	1
2860100	terrible	1
2860100	tumey's dvds	1
2860100	twentieth century-fox	1
2970100	'dick' just isn't funny	1
2970100	apatow	1
2970100	beer	3
2970100	beyond stupid	1
2970100	bill hader	8
2970100	boring unless you are a like the characters in the film	1
2970100	buddie movie	1
2970100	christopher mintz plasse	1
2970100	christopher mintz-plasse	4
2970100	clark duke	1
2970100	classic	2
2970100	cocaine	2
2970100	comedy	35
2970100	coming-of-age	3
2970100	cops	1
2970100	crude	4
2970100	crude humor	16
2970100	danny mcbride	1
2970100	dick	1
2970100	divx	1
2970100	drinking	7
2970100	emma stone	13
2970100	false identity	1
2970100	friendship	23
2970100	funny	4
2970100	garbage	1
2970100	gayish	1
2970100	good acting	4
2970100	good dialogue	1
2970100	greg mottola	1
2970100	heartfelt	1
2970100	high school	26
2970100	high school life	10
2970100	highly quotable	9
2970100	highschool	1
2970100	hilarious	22
2970100	joe lo truglio	1
2970100	jonah hill	5
2970100	judd apatow movie	2
2970100	let down	1
2970100	liquor store	1
2970100	lmao	1
2970100	martha macisaac	1
2970100	martin starr	1
2970100	mclovin	6
2970100	michael cera	31
2970100	michael cera is hot	1
2970100	movie to see	1
2970100	nerds	16
2970100	netflix	1
2970100	no story line	1
2970100	no_fa_ganes	1
2970100	oldschoolish	1
2970100	overhyped	2
2970100	overrated	1
2970100	own it	1
2970100	party	3
2970100	police	10
2970100	pornography	7
2970100	profanity	1
2970100	self discovery	9
2970100	seth rogen	26
2970100	shenanigans	2
2970100	shopping	1
2970100	singing	2
2970100	stupid comedy	1
2970100	super de-formed	1
2970100	superbad	1
2970100	teen	3
2970100	teen comedy for adults	1
2970100	teen movie	17
2970100	teens	1
2970100	united states	1
2970100	virginity	12
3040100	cedric yarbrough	1
3040100	christmas	5
3040100	cute ending	1
3040100	embarrassing	1
3040100	family	3
3040100	foul	1
3040100	funny	1
3040100	love	1
3040100	reese witherspoon	8
3040100	robert duvall	2
3040100	seth gordon	2
3040100	stereotyped men and women	1
3040100	vince vaughn	7
3060100	"""jessica biel is hot like hell"""	1
3060100	adam sandler	5
3060100	buddy movie	1
3060100	chuck & buck...	1
3060100	comedy	1
3060100	dennis dugan	1
3060100	fat jokes	1
3060100	firefighters	1
3060100	firefighting	1
3060100	gay romance	1
3060100	homophobic	1
3060100	jessica biel	2
3060100	kevin james	3
3060100	marriage	1
3060100	movie to see	1
3060100	offensive	1
3060100	privileged people discover prejudice/inequality firsthand	1
3060100	rob schneider	1
3060100	romance	1
3060100	social commentary	2
3060100	stereotype:gay	2
3060100	stereotypes	1
3060100	steve buscemi	2
3060100	subgenre:buddies	1
3130100	1960s	3
3130100	adapted from b'way	1
3130100	amanda bynes	1
3130100	baltimore	3
3130100	based on a play	3
3130100	broadway	6
3130100	cameo: john waters	1
3130100	cameo:john watters	1
3130100	christopher walken	3
3130100	civil rights	3
3130100	comedy	2
3130100	dancing	4
3130100	feel good	1
3130100	funny	1
3130100	great music	2
3130100	happy	3
3130100	high school	7
3130100	john travolta	3
3130100	man dressed as woman (scene)	1
3130100	maryland	1
3130100	michelle pfeiffer	2
3130100	movie to see	1
3130100	musical	8
3130100	nikki blonsky	2
3130100	outsider	1
3130100	period piece	1
3130100	racism	3
3130100	remake	1
3130100	remakeof:hairspray(1988)	1
3130100	rock and roll	2
3130100	segregation	2
3130100	setting:baltimore	1
3130100	tumey's dvds	1
3130100	zac efron	1
3140100	below r	2
3140100	break-up	7
3140100	bromance	1
3140100	chicago	1
3140100	classic vince vaughn	3
3140100	comedy	1
3140100	funny	1
3140100	good start	2
3140100	great finish	1
3140100	horrible finish	8
3140100	jason bateman	2
3140100	jennifer aniston	9
3140100	no clear happy ending	1
3140100	nudity (rear)	2
3140100	nudity (topless - brief)	2
3140100	own it	1
3140100	peyton reed	1
3140100	pg-13	1
3140100	relationships	3
3140100	romance	1
3140100	romcom	1
3140100	struggle	1
3140100	truth	1
3140100	vince vaughn	10
3140100	watched 2006	2
3140100	wish it was a happy ending	1
3160100	amy poehler	1
3160100	figure skating	11
3160100	hilarious	2
3160100	humorous	1
3160100	ice skating	7
3160100	jenna fischer	2
3160100	jon heder	7
3160100	josh gordon	1
3160100	movie to see	2
3160100	romany malco	1
3160100	slapstick	4
3160100	sport:ice skating	3
3160100	sports	1
3160100	will arnett	2
3160100	will ferrell	17
3160100	will speck	1
3230100	animals	1
3230100	bland	1
3230100	business is the antagonist	2
3230100	dialogue	1
3230100	dvd-ram	1
3230100	funny	1
3230100	in-three dimensionalization	1
3230100	script	1
3230100	silly	1
3230100	stereoscopic 3-d	1
3230100	talking animals	1
3240100	al pacino	7
3240100	andy garcia	2
3240100	below r	2
3240100	boring	1
3240100	brad pitt	9
3240100	caper	1
3240100	casino	3
3240100	con artists	1
3240100	dani2007	1
3240100	don cheadle	2
3240100	ellen barkin	1
3240100	ensemble cast	3
3240100	entertaining	2
3240100	franchise	1
3240100	funny	1
3240100	funny!	1
3240100	george clooney	6
3240100	great cast	1
3240100	heist	13
3240100	las vegas	7
3240100	library	1
3240100	matt damon	7
3240100	movie to see	1
3240100	no_fa_ganes	1
3240100	one of my favorites	1
3240100	sequel	2
3240100	smart	4
3240100	steven soderbergh	3
3240100	ummarti2007	1
3240100	witty	1
3310100	adapted from:comic	2
3310100	based on a comic	8
3310100	comic book	13
3310100	deal with the devil	8
3310100	devil	2
3310100	eva mendes	5
3310100	excellent	1
3310100	mark steven johnson	1
3310100	marvel	9
3310100	motorcycle	9
3310100	movie to see	1
3310100	nicholas cage	11
3310100	nicolas cage	15
3310100	nikolaus kage	1
3310100	not true to the book	1
3310100	peter fonda	1
3310100	plain storyline	5
3310100	sip	1
3310100	so bad	4
3310100	superhero	1
3310100	to see: superhero	1
3310100	torrential downpour	1
3310100	unrealistic	2
3310100	useless	1
3380100	alternate reality	1
3380100	animation	6
3380100	anthropomorphic	1
3380100	below r	2
3380100	btaegepriority	1
3380100	byron howard	3
3380100	cat	1
3380100	cats and dogs	7
3380100	chris williams	3
3380100	comic sidekick	8
3380100	damsel in distress	1
3380100	disney	1
3380100	dog	4
3380100	dogs	2
3380100	greg germann	1
3380100	heartwarming	3
3380100	hollywood ending	3
3380100	james lipton	1
3380100	john lasseter	1
3380100	john travolta	5
3380100	malcolm mcdowell	1
3380100	mark walton	1
3380100	miley cyrus	2
3380100	movie to see	1
3380100	on the road	2
3380100	pigeons	4
3380100	pixar	3
3380100	predictable	1
3380100	stereoscopic 3-d	3
3380100	superhero	8
3380100	susie essman	2
3380100	talking animals	6
3380100	walt disney	2
3380100	watched	1
3460100	1980s	1
3460100	action	32
3460100	afrikaner mercenaries getting killed	2
3460100	alien	1
3460100	alien invasion	7
3460100	aliens	105
3460100	allegory	1
3460100	alternate history	21
3460100	apartheid	3
3460100	apartment	1
3460100	atmospheric	27
3460100	bd-video	1
3460100	big budget	2
3460100	bleak	4
3460100	blockbuster	1
3460100	boring	2
3460100	cgi	12
3460100	cliche	1
3460100	creative plot	5
3460100	cute aliens	1
3460100	directorial debut	16
3460100	divx	1
3460100	documentary style	2
3460100	dynamic cgi action	2
3460100	ending	5
3460100	erlend's dvds	1
3460100	evil corporations	9
3460100	evil humans	5
3460100	fake documentary	15
3460100	genetics	47
3460100	gore	5
3460100	heartbreaking	12
3460100	humor	36
3460100	imdb top 250	17
3460100	improbable	3
3460100	intelligent	26
3460100	intelligent sci-fi	66
3460100	interesting	1
3460100	justice	19
3460100	mainstream	1
3460100	mainstream.	1
3460100	man is man's worst enemy	1
3460100	mech	4
3460100	mengele-types getting killed	1
3460100	mock documentary	4
3460100	mockumentary	34
3460100	mockumentry	1
3460100	mutation	3
3460100	need a bit more action	1
3460100	neill blomkamp	5
3460100	obvious allegory	1
3460100	obvious subtext	1
3460100	one of a kind	1
3460100	peter jackson	21
3460100	plot hole	4
3460100	political commentary	10
3460100	rate up	1
3460100	redemption	22
3460100	ridiculous	3
3460100	role reversal	9
3460100	satire	18
3460100	sci-fi	75
3460100	scientifically inaccurate.	3
3460100	segregation	15
3460100	shaky cam	4
3460100	sharlto copley	5
3460100	slow paced	3
3460100	slum	6
3460100	small budget	1
